price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip
0.021,0.222,0.094,0.081,0.003,1.0,0,0,3,0.092,0.05,0.497,0.089,35,50
0.014,0.444,0.312,0.166,0.004,2.0,0,0,3,0.241,0.0,0.045,10.0,21,23
0.041,0.556,0.312,0.15,0.005,2.0,0,0,4,0.218,0.0,0.457,10.0,35,64
0.037,0.667,0.344,0.163,0.05,2.0,1,4,3,0.238,0.0,0.298,0.045,35,65
0.003,0.222,0.125,0.04,0.007,1.0,0,0,3,0.059,0.0,0.477,10.0,40,69
0.018,0.333,0.281,0.084,0.002,2.0,0,0,3,0.079,0.081,0.149,10.0,35,56
0.015,0.444,0.344,0.135,0.009,1.0,0,0,5,0.096,0.189,0.189,10.0,25,34
0.013,0.333,0.312,0.153,0.031,1.0,0,0,3,0.163,0.114,0.149,10.0,18,26
0.018,0.444,0.312,0.112,0.004,2.0,0,0,5,0.164,0.0,0.164,10.0,19,22
0.031,0.333,0.375,0.13,0.009,1.5,0,0,3,0.189,0.0,0.05,0.055,19,22
0.017,0.333,0.125,0.052,0.006,1.0,0,0,3,0.075,0.0,0.566,0.045,35,63
0.016,0.333,0.344,0.168,0.004,2.0,0,0,3,0.244,0.0,0.03,10.0,32,37
0.017,0.333,0.125,0.064,0.005,1.5,0,0,4,0.093,0.0,0.516,10.0,35,63
0.007,0.333,0.188,0.076,0.007,1.0,0,0,4,0.111,0.0,0.263,0.065,1,45
0.021,0.556,0.344,0.204,0.006,1.0,0,0,5,0.136,0.303,0.174,10.0,35,65
0.008,0.333,0.125,0.052,0.005,1.0,0,0,3,0.075,0.0,0.357,0.074,35,65
0.025,0.556,0.312,0.196,0.005,1.5,0,0,5,0.149,0.255,0.477,10.0,35,64
0.015,0.444,0.281,0.185,0.021,1.0,0,1,3,0.148,0.228,0.278,0.05,10,73
0.016,0.556,0.312,0.15,0.004,2.0,0,0,3,0.218,0.0,0.025,10.0,32,37
0.007,0.111,0.125,0.027,0.004,1.0,0,0,3,0.039,0.0,0.497,0.089,35,57
0.02,0.333,0.125,0.083,0.006,1.0,0,0,3,0.098,0.041,0.536,0.0,35,47
0.011,0.222,0.125,0.028,0.005,1.0,0,0,4,0.041,0.0,0.323,0.144,35,62
0.018,0.333,0.281,0.082,0.001,2.0,0,0,3,0.067,0.098,0.045,10.0,35,59
0.016,0.222,0.219,0.074,0.005,1.0,0,0,3,0.108,0.0,0.045,10.0,31,32
0.03,0.333,0.188,0.087,0.008,1.0,0,0,4,0.127,0.0,0.298,0.174,3,3
0.026,0.444,0.406,0.18,0.006,2.0,0,0,3,0.187,0.141,0.055,10.0,16,15
0.027,0.222,0.219,0.12,0.002,1.0,0,0,5,0.071,0.195,0.472,0.397,35,47
0.021,0.556,0.375,0.248,0.006,2.0,0,0,3,0.362,0.0,0.05,0.055,21,23
0.015,0.333,0.281,0.12,0.006,1.0,0,0,4,0.175,0.0,0.04,10.0,34,72
0.008,0.333,0.125,0.083,0.008,1.0,0,0,4,0.121,0.0,0.223,10.0,18,26
0.033,0.444,0.312,0.226,0.011,2.0,0,1,3,0.232,0.18,0.079,0.04,35,61
0.028,0.556,0.312,0.222,0.004,2.0,0,0,3,0.323,0.0,0.05,0.055,33,43
0.023,0.444,0.25,0.147,0.003,1.5,0,0,5,0.131,0.156,0.492,10.0,35,56
0.007,0.222,0.125,0.022,0.004,1.0,0,0,3,0.032,0.0,0.492,10.0,35,49
0.013,0.222,0.094,0.078,0.04,1.5,0,0,4,0.113,0.0,0.179,0.07,41,40
0.007,0.333,0.125,0.112,0.007,1.0,0,0,4,0.061,0.191,0.303,0.154,6,68
0.019,0.333,0.312,0.112,0.002,2.0,0,0,4,0.163,0.0,0.084,10.0,35,55
0.015,0.333,0.219,0.093,0.007,1.5,0,0,5,0.066,0.129,0.377,10.0,19,22
0.019,0.333,0.281,0.096,0.003,2.0,0,0,3,0.139,0.0,0.045,10.0,16,17
0.02,0.556,0.375,0.236,0.053,1.0,0,0,4,0.218,0.237,0.189,0.109,16,15
0.012,0.333,0.312,0.115,0.007,2.0,0,0,3,0.167,0.0,0.099,10.0,32,33
0.02,0.556,0.219,0.115,0.004,1.5,0,0,3,0.08,0.166,0.536,0.0,35,50
0.027,0.444,0.312,0.161,0.004,2.0,0,0,4,0.235,0.0,0.07,10.0,31,31
0.012,0.333,0.312,0.114,0.005,2.0,0,0,3,0.166,0.0,0.045,10.0,18,26
0.015,0.222,0.125,0.041,0.005,1.0,0,0,3,0.06,0.0,0.357,0.074,35,54
0.011,0.333,0.312,0.099,0.014,1.0,0,0,3,0.096,0.091,0.099,10.0,18,19
0.028,0.444,0.312,0.17,0.03,2.0,0,0,3,0.248,0.0,0.129,0.07,31,32
0.02,0.333,0.375,0.169,0.004,1.5,0,3,3,0.168,0.147,0.124,10.0,10,73
0.016,0.556,0.344,0.14,0.003,1.0,0,0,3,0.095,0.205,0.204,0.005,35,64
0.021,0.333,0.281,0.131,0.011,2.0,0,0,3,0.19,0.0,0.154,0.025,31,31
0.015,0.333,0.219,0.194,0.018,1.0,0,0,3,0.184,0.187,0.104,10.0,42,41
0.011,0.333,0.219,0.077,0.008,1.0,0,3,4,0.052,0.114,0.506,0.124,32,35
0.038,0.444,0.438,0.258,0.007,2.0,0,0,3,0.376,0.0,0.03,10.0,19,21
0.0,0.333,0.125,0.087,0.008,1.0,0,0,3,0.127,0.0,0.288,0.065,3,6
0.008,0.333,0.125,0.07,0.006,1.0,0,0,5,0.102,0.0,0.189,10.0,14,13
0.019,0.444,0.312,0.215,0.005,2.0,0,0,3,0.313,0.0,0.045,10.0,32,37
0.011,0.444,0.312,0.177,0.009,1.0,0,0,4,0.132,0.237,0.238,10.0,18,18
0.019,0.222,0.219,0.074,0.004,1.0,0,0,3,0.108,0.0,0.03,10.0,31,32
0.019,0.444,0.219,0.142,0.009,1.5,0,0,4,0.207,0.0,0.243,10.0,3,7
0.017,0.222,0.219,0.071,0.003,2.0,0,0,3,0.103,0.0,0.328,0.099,35,48
0.012,0.444,0.281,0.147,0.006,2.0,0,0,3,0.215,0.0,0.169,10.0,32,33
0.016,0.333,0.219,0.155,0.008,1.0,0,0,4,0.165,0.114,0.233,10.0,32,36
0.01,0.444,0.375,0.119,0.007,1.0,0,0,4,0.174,0.0,0.328,10.0,36,67
0.015,0.333,0.219,0.083,0.021,1.0,0,0,4,0.121,0.0,0.263,0.065,16,15
0.022,0.333,0.281,0.116,0.003,1.5,0,0,3,0.092,0.145,0.541,0.02,35,59
0.012,0.333,0.281,0.122,0.008,1.0,0,0,4,0.103,0.141,0.253,10.0,10,73
0.01,0.333,0.25,0.091,0.005,1.0,0,0,3,0.133,0.0,0.079,0.04,1,45
0.008,0.222,0.312,0.059,0.001,2.0,0,0,3,0.086,0.0,0.05,0.055,1,0
0.025,0.667,0.344,0.188,0.007,1.0,0,0,5,0.116,0.295,0.263,10.0,35,57
0.015,0.222,0.125,0.038,0.005,1.0,0,0,4,0.055,0.0,0.333,0.129,35,55
0.0,0.444,0.188,0.137,0.021,1.0,0,0,4,0.101,0.187,0.298,0.194,18,26
0.029,0.444,0.312,0.156,0.009,1.0,0,4,3,0.147,0.149,0.278,0.05,6,65
0.021,0.333,0.312,0.129,0.011,2.0,0,0,3,0.188,0.0,0.089,10.0,25,34
0.028,0.444,0.406,0.297,0.043,2.0,0,0,3,0.296,0.255,0.06,10.0,1,45
0.016,0.333,0.25,0.103,0.008,1.0,0,0,3,0.111,0.075,0.179,10.0,16,15
0.026,0.444,0.312,0.216,0.013,2.0,0,0,3,0.314,0.0,0.094,10.0,33,42
0.023,0.333,0.312,0.134,0.001,2.5,0,0,3,0.195,0.0,0.03,10.0,16,17
0.014,0.444,0.312,0.136,0.005,2.0,0,0,3,0.198,0.0,0.02,10.0,21,23
0.024,0.333,0.188,0.136,0.008,1.0,0,2,4,0.114,0.158,0.323,0.144,35,70
0.015,0.222,0.312,0.093,0.001,2.0,0,0,3,0.135,0.0,0.084,10.0,19,21
0.013,0.222,0.125,0.042,0.003,1.0,0,0,4,0.061,0.0,0.497,0.343,35,57
0.018,0.333,0.281,0.092,0.011,1.0,0,0,3,0.092,0.079,0.164,0.005,33,42
0.019,0.333,0.219,0.081,0.01,1.0,0,0,3,0.118,0.0,0.154,0.025,33,42
0.006,0.333,0.125,0.068,0.005,1.5,0,0,3,0.1,0.0,0.348,10.0,35,71
0.01,0.333,0.25,0.077,0.004,1.0,0,0,3,0.112,0.0,0.03,10.0,21,23
0.027,0.333,0.312,0.125,0.0,3.0,0,3,3,0.183,0.0,0.07,10.0,35,47
0.015,0.444,0.375,0.122,0.007,1.0,0,0,4,0.087,0.17,0.154,10.0,36,62
0.009,0.333,0.125,0.056,0.007,1.0,0,0,3,0.082,0.0,0.308,0.03,6,68
0.0,0.444,0.312,0.282,0.017,2.0,0,2,4,0.41,0.0,0.154,10.0,8,3
0.039,0.333,0.5,0.267,0.012,2.0,0,3,3,0.368,0.037,0.025,10.0,19,22
0.032,0.556,0.125,0.166,0.004,2.5,0,0,4,0.241,0.0,0.541,10.0,35,59
0.021,0.333,0.219,0.121,0.005,1.0,0,0,4,0.067,0.203,0.372,0.124,35,54
0.024,0.333,0.188,0.096,0.006,1.0,0,1,3,0.087,0.098,0.367,0.089,35,54
0.012,0.333,0.312,0.11,0.007,2.0,0,0,3,0.16,0.0,0.154,0.025,32,33
0.01,0.444,0.312,0.098,0.007,1.0,0,0,4,0.143,0.0,0.179,0.07,10,73
0.01,0.444,0.312,0.121,0.006,2.0,0,0,3,0.177,0.0,0.134,0.07,18,18
0.022,0.556,0.25,0.177,0.01,1.0,0,0,4,0.129,0.241,0.258,10.0,3,6
0.013,0.333,0.312,0.132,0.003,2.0,0,0,3,0.192,0.0,0.124,10.0,18,26
0.019,0.333,0.219,0.096,0.009,1.0,0,2,3,0.14,0.0,0.194,10.0,19,22
0.027,0.444,0.312,0.19,0.011,2.0,0,0,4,0.277,0.0,0.139,10.0,16,17
0.021,0.333,0.219,0.142,0.072,2.0,0,0,5,0.207,0.0,0.189,10.0,41,40
0.049,0.444,0.219,0.17,0.02,1.0,0,0,4,0.248,0.0,0.238,10.0,8,3
0.008,0.333,0.188,0.055,0.008,1.0,0,0,4,0.08,0.0,0.228,10.0,9,26
0.022,0.333,0.312,0.117,0.001,2.5,0,0,3,0.128,0.079,0.035,10.0,35,74
0.018,0.333,0.281,0.11,0.006,2.0,0,0,3,0.16,0.0,0.154,0.025,19,22
0.005,0.333,0.125,0.045,0.025,1.0,0,0,4,0.065,0.0,0.218,10.0,32,36
0.014,0.444,0.312,0.153,0.004,2.0,0,0,3,0.222,0.0,0.045,10.0,21,23
0.011,0.333,0.125,0.056,0.007,1.0,0,0,3,0.082,0.0,0.174,0.0,36,67
0.025,0.333,0.312,0.138,0.009,2.0,0,0,3,0.201,0.0,0.134,0.07,33,42
0.014,0.333,0.219,0.097,0.007,1.0,0,0,5,0.076,0.122,0.313,10.0,36,67
0.01,0.444,0.25,0.084,0.007,1.0,0,0,4,0.123,0.0,0.199,10.0,32,33
0.024,0.444,0.25,0.144,0.005,1.0,0,0,3,0.117,0.172,0.278,0.05,35,54
0.022,0.333,0.312,0.127,0.004,2.0,0,0,3,0.185,0.0,0.109,10.0,31,31
0.019,0.222,0.125,0.04,0.008,1.0,0,0,3,0.059,0.0,0.338,10.0,35,50
0.009,0.444,0.219,0.103,0.009,1.0,0,0,5,0.149,0.0,0.268,10.0,9,26
0.015,0.222,0.125,0.084,0.005,1.0,0,0,2,0.122,0.0,0.367,10.0,35,54
0.012,0.222,0.125,0.046,0.005,1.0,0,0,4,0.066,0.0,0.526,10.0,35,57
0.022,0.333,0.375,0.077,0.001,2.0,0,0,3,0.086,0.05,0.04,10.0,35,46
0.01,0.333,0.125,0.085,0.006,1.0,0,0,3,0.083,0.077,0.223,0.02,10,73
0.017,0.333,0.125,0.055,0.004,1.0,0,0,3,0.081,0.0,0.482,0.025,35,55
0.022,0.444,0.25,0.162,0.012,1.0,0,0,4,0.101,0.255,0.263,0.065,19,21
0.016,0.444,0.312,0.166,0.004,2.0,0,0,3,0.241,0.0,0.025,10.0,32,37
0.025,0.444,0.312,0.178,0.009,2.0,0,0,3,0.26,0.0,0.134,0.07,33,42
0.01,0.444,0.312,0.118,0.007,2.0,0,0,3,0.171,0.0,0.079,0.04,1,45
0.017,0.222,0.188,0.076,0.001,2.0,0,0,3,0.079,0.06,0.03,10.0,35,59
0.024,0.444,0.312,0.212,0.01,2.0,0,0,3,0.309,0.0,0.154,0.025,33,42
0.019,0.556,0.375,0.194,0.01,2.0,0,0,3,0.282,0.0,0.055,10.0,36,62
0.022,0.333,0.312,0.084,0.001,2.0,0,0,3,0.101,0.041,0.035,10.0,35,46
0.009,0.333,0.219,0.077,0.006,1.0,0,0,4,0.113,0.0,0.194,10.0,18,19
0.014,0.333,0.25,0.09,0.007,1.0,0,0,3,0.086,0.083,0.273,0.124,35,49
0.018,0.556,0.344,0.166,0.007,1.0,0,0,5,0.113,0.241,0.233,10.0,25,34
0.017,0.333,0.25,0.083,0.009,1.0,0,0,4,0.121,0.0,0.194,10.0,31,31
0.034,0.444,0.406,0.329,0.035,2.0,0,0,3,0.337,0.266,0.179,10.0,3,4
0.015,0.333,0.188,0.049,0.007,1.5,0,0,5,0.071,0.0,0.303,10.0,35,60
0.025,0.444,0.344,0.238,0.008,2.0,0,0,3,0.347,0.0,0.0,10.0,32,37
0.007,0.333,0.188,0.065,0.006,1.0,0,0,3,0.094,0.0,0.204,0.005,1,0
0.022,0.333,0.219,0.114,0.008,1.0,0,0,5,0.166,0.0,0.278,10.0,35,70
0.027,0.333,0.25,0.128,0.008,1.0,0,0,4,0.186,0.0,0.313,0.074,23,25
0.014,0.333,0.281,0.131,0.013,1.0,0,0,3,0.19,0.0,0.263,0.05,27,27
0.008,0.333,0.125,0.074,0.01,1.0,0,0,4,0.107,0.0,0.179,0.07,18,18
0.01,0.222,0.125,0.025,0.004,1.0,0,0,3,0.037,0.0,0.457,0.03,35,59
0.019,0.333,0.438,0.093,0.0,3.0,0,0,3,0.135,0.0,0.02,10.0,35,47
0.02,0.333,0.219,0.147,0.033,1.0,0,0,3,0.213,0.0,0.149,10.0,42,41
0.013,0.444,0.312,0.105,0.007,1.0,0,0,4,0.096,0.106,0.154,10.0,32,36
0.0,0.556,0.438,0.172,0.006,2.0,0,0,3,0.251,0.0,0.065,10.0,38,38
0.082,0.667,0.344,0.33,0.01,2.0,0,3,3,0.367,0.212,0.412,10.0,35,48
0.011,0.333,0.188,0.086,0.009,1.0,0,0,4,0.125,0.0,0.283,0.065,32,36
0.014,0.333,0.219,0.115,0.009,1.0,0,0,3,0.095,0.137,0.348,10.0,35,60
0.008,0.333,0.125,0.053,0.007,1.0,0,0,3,0.077,0.0,0.323,0.079,35,65
0.024,0.444,0.125,0.093,0.005,1.5,0,0,4,0.136,0.0,0.338,0.124,35,56
0.02,0.444,0.312,0.251,0.009,2.0,0,0,3,0.365,0.0,0.045,10.0,32,36
0.008,0.222,0.125,0.072,0.008,1.0,0,0,4,0.105,0.0,0.353,10.0,6,69
0.026,0.333,0.219,0.111,0.004,1.5,0,2,5,0.162,0.0,0.551,10.0,35,59
0.02,0.333,0.281,0.138,0.006,1.0,0,1,4,0.096,0.197,0.253,10.0,32,34
0.023,0.556,0.312,0.165,0.003,2.0,0,0,5,0.154,0.162,0.422,10.0,35,56
0.05,0.444,0.5,0.308,0.015,2.0,0,0,3,0.448,0.0,0.005,0.452,33,43
0.009,0.333,0.125,0.048,0.017,1.0,0,0,3,0.07,0.0,0.228,0.02,18,26
0.026,0.333,0.344,0.169,0.011,2.0,0,0,3,0.246,0.0,0.104,10.0,3,5
0.021,0.556,0.125,0.102,0.008,1.5,0,0,4,0.105,0.081,0.437,0.104,35,61
0.013,0.444,0.188,0.059,0.008,1.5,0,0,3,0.086,0.0,0.218,0.0,19,22
0.007,0.222,0.25,0.101,0.002,1.0,0,0,5,0.053,0.176,0.432,10.0,1,1
0.018,0.444,0.281,0.172,0.029,1.0,0,0,4,0.251,0.0,0.139,10.0,1,45
0.013,0.556,0.125,0.057,0.008,1.5,0,0,4,0.083,0.0,0.258,10.0,19,22
0.015,0.333,0.406,0.183,0.003,2.0,0,0,3,0.267,0.0,0.025,10.0,11,11
0.01,0.333,0.25,0.084,0.006,1.0,0,0,4,0.123,0.0,0.109,10.0,21,23
0.015,0.333,0.219,0.156,0.011,2.0,0,0,3,0.227,0.0,0.511,0.139,27,27
0.013,0.222,0.281,0.061,0.0,2.0,0,0,3,0.088,0.0,0.025,10.0,16,15
0.012,0.333,0.188,0.148,0.006,1.0,0,0,3,0.216,0.0,0.189,10.0,11,11
0.009,0.333,0.25,0.133,0.006,1.0,0,0,3,0.194,0.0,0.114,10.0,32,36
0.03,0.556,0.406,0.25,0.011,2.0,0,2,3,0.364,0.0,0.04,10.0,38,38
0.015,0.444,0.125,0.092,0.007,1.5,0,2,4,0.134,0.0,0.427,10.0,35,71
0.01,0.333,0.312,0.096,0.007,1.0,0,0,3,0.083,0.106,0.179,10.0,18,19
0.015,0.333,0.281,0.079,0.001,2.0,0,0,3,0.102,0.025,0.05,0.055,16,15
0.016,0.556,0.281,0.121,0.014,1.0,0,0,3,0.119,0.108,0.139,10.0,13,14
0.027,0.333,0.438,0.252,0.008,2.0,0,0,3,0.367,0.0,0.065,10.0,38,38
0.017,0.444,0.312,0.175,0.005,2.0,0,0,3,0.256,0.0,0.005,0.452,27,27
0.012,0.333,0.25,0.128,0.012,1.0,0,0,3,0.186,0.0,0.104,10.0,14,2
0.009,0.333,0.25,0.097,0.006,1.0,0,0,3,0.087,0.102,0.174,0.0,32,36
0.01,0.333,0.188,0.052,0.008,1.0,0,0,3,0.076,0.0,0.204,0.005,32,36
0.028,0.333,0.219,0.17,0.005,1.5,0,0,3,0.145,0.193,0.397,0.179,35,56
0.016,0.333,0.125,0.068,0.003,1.5,0,2,3,0.1,0.0,0.427,0.298,35,61
0.024,0.444,0.25,0.145,0.005,1.0,0,0,3,0.085,0.237,0.566,0.045,35,59
0.024,0.444,0.312,0.222,0.005,2.0,0,0,3,0.323,0.0,0.03,10.0,38,38
0.011,0.444,0.281,0.118,0.006,1.0,0,0,4,0.11,0.118,0.129,10.0,18,18
0.012,0.444,0.312,0.111,0.004,2.0,0,0,3,0.162,0.0,0.055,10.0,21,23
0.018,0.778,0.438,0.19,0.027,1.0,0,0,3,0.127,0.28,0.263,0.05,35,60
0.013,0.333,0.312,0.106,0.006,2.0,0,0,3,0.155,0.0,0.01,0.506,1,45
0.029,0.444,0.281,0.166,0.011,1.0,0,0,4,0.154,0.166,0.189,0.109,31,31
0.03,0.444,0.344,0.155,0.005,1.0,0,0,5,0.115,0.207,0.318,10.0,35,50
0.045,0.333,0.344,0.162,0.005,2.0,0,0,5,0.236,0.0,0.541,10.0,35,53
0.01,0.667,0.25,0.14,0.008,1.0,0,0,3,0.205,0.0,0.184,0.05,1,1
0.036,0.556,0.406,0.23,0.006,2.0,0,0,3,0.335,0.0,0.074,10.0,3,6
0.007,0.444,0.219,0.13,0.006,1.0,0,0,4,0.075,0.214,0.238,10.0,1,0
0.011,0.333,0.125,0.055,0.009,1.0,0,0,4,0.08,0.0,0.258,10.0,32,34
0.012,0.556,0.344,0.154,0.007,2.0,0,0,3,0.225,0.0,0.079,0.04,1,45
0.041,0.333,0.25,0.153,0.006,2.0,0,1,5,0.223,0.0,0.372,10.0,35,54
0.019,0.333,0.188,0.142,0.003,2.0,0,0,3,0.111,0.18,0.422,10.0,35,54
0.012,0.333,0.219,0.069,0.009,1.0,0,0,4,0.101,0.0,0.223,10.0,32,37
0.014,0.444,0.312,0.142,0.003,2.0,0,0,3,0.207,0.0,0.0,10.0,21,23
0.016,0.333,0.25,0.099,0.007,1.0,0,0,3,0.088,0.104,0.209,0.06,19,22
0.007,0.333,0.125,0.051,0.008,1.0,0,0,4,0.048,0.05,0.278,0.209,14,13
0.012,0.222,0.125,0.036,0.003,1.0,0,0,3,0.052,0.0,0.328,0.099,35,63
0.009,0.333,0.219,0.065,0.006,1.0,0,0,3,0.094,0.0,0.258,0.055,27,27
0.036,0.444,0.406,0.184,0.004,1.0,0,3,3,0.084,0.344,0.253,0.005,36,70
0.032,0.444,0.406,0.302,0.104,1.0,0,0,3,0.202,0.446,0.04,10.0,16,15
0.02,0.333,0.219,0.078,0.003,1.5,0,0,4,0.081,0.062,0.546,10.0,35,56
0.028,0.556,0.375,0.137,0.002,1.5,0,0,4,0.119,0.149,0.511,0.238,35,48
0.05,0.444,0.438,0.307,0.033,2.0,0,0,3,0.447,0.0,0.124,10.0,3,5
0.021,0.444,0.125,0.057,0.006,1.5,0,0,3,0.083,0.0,0.338,10.0,35,70
0.02,0.444,0.219,0.116,0.007,1.0,0,0,4,0.064,0.197,0.293,0.025,3,5
0.013,0.333,0.438,0.131,0.011,2.0,0,0,3,0.191,0.0,0.169,10.0,40,69
0.023,0.333,0.344,0.121,0.002,1.5,0,0,5,0.115,0.114,0.437,10.0,35,47
0.059,0.556,0.344,0.249,0.018,1.0,0,0,4,0.22,0.268,0.194,10.0,3,3
0.054,0.444,0.531,0.349,0.005,2.5,0,0,3,0.366,0.266,0.521,0.055,35,52
0.034,0.444,0.312,0.141,0.003,2.0,0,0,5,0.129,0.143,0.392,10.0,35,47
0.032,0.444,0.438,0.265,0.016,2.0,0,0,3,0.304,0.154,0.089,10.0,42,44
0.014,0.444,0.312,0.207,0.017,2.0,0,0,3,0.301,0.0,0.094,10.0,14,13
0.009,0.444,0.281,0.111,0.005,2.0,0,0,3,0.162,0.0,0.119,0.025,18,18
0.015,0.333,0.219,0.098,0.005,1.0,0,0,3,0.051,0.172,0.169,10.0,35,55
0.032,0.444,0.312,0.223,0.039,2.0,0,0,3,0.325,0.0,0.065,10.0,31,31
0.011,0.222,0.125,0.062,0.005,1.0,0,0,3,0.091,0.0,0.328,0.099,36,62
0.025,0.333,0.125,0.066,0.003,1.0,0,0,4,0.096,0.0,0.432,10.0,35,47
0.022,0.222,0.25,0.08,0.008,1.5,0,2,5,0.116,0.0,0.427,0.218,35,54
0.009,0.222,0.125,0.058,0.005,1.0,0,0,3,0.085,0.0,0.333,0.01,35,49
0.013,0.333,0.125,0.078,0.006,1.0,0,0,3,0.114,0.0,0.283,0.07,35,60
0.01,0.222,0.188,0.084,0.006,1.0,0,0,4,0.063,0.112,0.179,0.07,32,34
0.057,0.444,0.438,0.236,0.006,2.0,0,0,3,0.244,0.187,0.437,0.02,35,64
0.022,0.444,0.312,0.166,0.005,2.0,0,0,3,0.241,0.0,0.109,10.0,42,41
0.013,0.333,0.125,0.052,0.008,1.0,0,0,3,0.076,0.0,0.238,0.253,31,31
0.015,0.333,0.125,0.083,0.009,1.5,0,0,3,0.121,0.0,0.06,10.0,33,42
0.019,0.333,0.312,0.169,0.004,2.0,0,0,3,0.247,0.0,0.055,10.0,17,16
0.0,0.556,0.781,0.581,0.02,2.0,0,0,3,0.846,0.0,0.065,10.0,3,5
0.01,0.333,0.281,0.107,0.178,2.0,0,2,3,0.156,0.0,0.129,0.07,27,27
0.026,0.444,0.312,0.216,0.032,2.0,0,0,3,0.315,0.0,0.114,10.0,42,41
0.013,0.333,0.125,0.095,0.028,1.5,0,0,4,0.138,0.0,0.511,0.184,3,5
0.012,0.444,0.375,0.118,0.002,1.0,0,0,3,0.092,0.151,0.04,10.0,11,11
0.014,0.333,0.188,0.124,0.006,1.0,0,0,3,0.127,0.1,0.243,0.104,35,57
0.036,0.333,0.281,0.204,0.009,1.5,0,2,4,0.159,0.259,0.417,10.0,35,64
0.036,0.556,0.375,0.236,0.014,2.0,0,0,4,0.344,0.0,0.248,10.0,23,25
0.025,0.444,0.312,0.189,0.011,2.0,0,0,3,0.275,0.0,0.074,10.0,33,43
0.018,0.444,0.438,0.23,0.218,2.0,0,0,3,0.236,0.187,0.114,10.0,41,40
0.022,0.444,0.312,0.323,0.019,2.0,0,0,4,0.47,0.0,0.114,10.0,14,13
0.023,0.444,0.312,0.171,0.009,2.0,0,0,3,0.249,0.0,0.134,0.07,16,43
0.008,0.222,0.188,0.039,0.0,2.0,0,0,3,0.056,0.0,0.035,10.0,35,61
0.017,0.333,0.406,0.182,0.005,2.0,0,0,3,0.178,0.164,0.04,10.0,32,34
0.023,0.333,0.312,0.218,0.03,2.0,0,2,3,0.317,0.0,0.094,10.0,14,13
0.024,0.444,0.312,0.15,0.008,2.0,0,0,3,0.218,0.0,0.084,10.0,31,31
0.031,0.444,0.344,0.228,0.006,1.0,0,3,4,0.171,0.301,0.328,10.0,35,64
0.0,0.444,0.312,0.121,0.01,1.0,0,0,5,0.067,0.203,0.412,10.0,1,1
0.023,0.444,0.281,0.137,0.006,2.0,0,0,3,0.2,0.0,0.149,10.0,33,42
0.047,0.556,0.375,0.187,0.006,2.0,0,0,3,0.231,0.077,0.452,0.079,35,48
0.012,0.333,0.188,0.083,0.008,1.0,0,0,3,0.121,0.0,0.293,0.045,6,68
0.014,0.222,0.125,0.033,0.005,1.0,0,2,3,0.048,0.0,0.367,0.089,35,54
0.009,0.222,0.125,0.068,0.002,1.0,0,0,4,0.031,0.129,0.452,10.0,35,57
0.017,0.333,0.312,0.213,0.007,1.0,0,0,3,0.159,0.284,0.04,10.0,32,34
0.02,0.444,0.281,0.126,0.01,1.0,0,0,4,0.135,0.091,0.233,10.0,31,31
0.025,0.444,0.281,0.123,0.004,1.5,0,2,4,0.116,0.118,0.407,0.278,35,61
0.026,0.333,0.125,0.101,0.005,1.5,0,0,3,0.147,0.0,0.531,0.154,35,57
0.01,0.444,0.219,0.11,0.007,1.0,0,0,4,0.079,0.154,0.169,10.0,18,19
0.015,0.222,0.219,0.102,0.003,2.0,0,0,3,0.106,0.079,0.467,0.174,35,63
0.018,0.333,0.281,0.099,0.008,1.0,0,0,4,0.084,0.114,0.273,10.0,3,7
0.015,0.333,0.125,0.051,0.005,1.0,0,0,3,0.074,0.0,0.357,0.074,35,63
0.038,0.333,0.406,0.247,0.003,2.0,0,0,3,0.261,0.185,0.045,10.0,35,74
0.013,0.222,0.219,0.064,0.0,2.0,0,0,3,0.093,0.0,0.0,10.0,16,17
0.021,0.444,0.125,0.081,0.003,1.5,0,0,4,0.118,0.0,0.447,10.0,35,55
0.007,0.556,0.25,0.105,0.009,1.0,0,0,4,0.153,0.0,0.353,10.0,32,34
0.02,0.444,0.531,0.121,0.003,2.0,0,0,3,0.176,0.0,0.367,0.055,35,55
0.01,0.333,0.25,0.079,0.007,1.0,0,0,4,0.115,0.0,0.154,10.0,32,36
0.015,0.333,0.312,0.109,0.005,2.0,0,0,4,0.158,0.0,0.119,10.0,35,49
0.032,0.444,0.312,0.136,0.004,2.5,0,0,4,0.198,0.0,0.556,10.0,35,59
0.021,0.333,0.312,0.119,0.002,2.0,0,0,3,0.174,0.0,0.025,10.0,16,15
0.012,0.333,0.25,0.106,0.01,1.0,0,0,5,0.076,0.145,0.184,10.0,32,36
0.027,0.333,0.125,0.067,0.004,1.5,0,0,4,0.086,0.021,0.566,0.214,35,47
0.052,0.444,0.375,0.279,0.018,1.0,0,0,3,0.183,0.419,0.209,0.065,8,3
0.017,0.222,0.125,0.072,0.004,1.0,0,1,3,0.105,0.0,0.506,0.214,35,55
0.032,0.556,0.25,0.147,0.012,1.5,0,0,4,0.215,0.0,0.238,10.0,3,3
0.032,0.444,0.344,0.281,0.107,2.0,0,0,3,0.409,0.0,0.06,10.0,27,27
0.016,0.444,0.375,0.295,0.016,2.0,0,2,3,0.43,0.0,0.07,10.0,23,25
